"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"MODESTUDIOS1";"EXPERIENCIAPREVIA1";"EXPERIENCIAPREVIA4_1";"EXPERIENCIAPREVIA4_2";"EXPERIENCIAPREVIA4_3";"EXPERIENCIAPREVIA4_4";"EXPERIENCIAPREVIA4_5";"EXPERIENCIAPREVIA2";"EXPERIENCIAPREVIA3";"PRIMERA_GENERACION1";"PRIMERA_GENERACION2";"EXPERIENCIAPREVIA5_1";"EXPERIENCIAPREVIA5_2";"EXPERIENCIAPREVIA5_3";"EXPERIENCIAPREVIA5_4";"EXPERIENCIAPREVIA5_5";"EXPERIENCIAPREVIA5_6";"EXPERIENCIAPREVIA5_7";"EXPERIENCIAPREVIA5_8";"EXPERIENCIAPREVIA5_9";"EXPERIENCIAPREVIA5_10";"CCEA3_1";"CCEA3_2";"CCEA3_3";"CCEA3_4";"CCEA3_5";"CCEA3_6";"CCEA12_1";"CCEA12_2";"CCEA12_3";"CCEA12_4";"CCEA12_5";"CCEA12_6";"CCEA12_7";"CCEA12_8";"CCEA12_9";"CCEA12_10";"CCEA12_11";"CCEA8_1";"CCEA8_2";"CCEA8_3";"CCEA8_4";"CCEA8_5";"CCEA8_6";"CCEA9";"CCEA10";"CCEA6_1";"CCEA6_2";"CCEA6_3";"CCEA6_4";"CCEA6_5";"CCEA7_1_1";"CCEA7_1_3";"CCEA7_2"
"K9904052259";2025;12006;"12";1;5;9;9;9;9;9;0;0;0;1;3;0;2;2;3;3;2;3;3;3;3;3;3;2;2;2;3;3;2;2;2;2;3;3;3;2;3;1;1;1;0;0;0;3;4;3;3;3;3;3;1;0;1
"K3004062257";2025;43001;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;2;3;3;3;3;3;3;3;1;3;3;3;3;3;3;3;0;0;0;3;3;1;1;1;1;0;0;3;5;3;3;3;3;3;2;0;1
"K8904052260";2025;12021;"12";1;3;1;0;0;0;0;4;0;0;1;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;1;2;3;2;2;3;1;3;2;1;1;0;0;0;0;4;5;3;3;3;3;3;2;0;1
"K9204052260";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;1;0;3;3;2;3;3;2;3;3;3;3;0;1;2;3;0;0;2;0;0;3;2;2;2;1;0;1;0;0;0;4;5;3;3;3;3;3;2;3;2
"K2304062258";2025;12058;"12";1;5;9;9;9;9;9;0;0;0;1;3;1;2;3;3;3;1;2;3;3;3;3;3;3;2;2;3;2;2;2;3;0;3;2;3;3;0;0;0;0;0;0;1;3;4;3;3;3;3;3;1;0;1
"K1304062259";2025;42001;"42";1;5;9;9;9;9;9;0;0;0;1;2;2;2;2;2;3;1;2;2;3;3;3;2;2;1;1;3;2;1;2;2;3;3;1;1;3;1;1;0;1;0;0;0;3;2;3;2;3;3;3;2;1;1
"K4404062257";2025;12028;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;0;1;3;3;2;2;3;3;3;3;3;2;1;2;3;2;1;3;3;2;3;1;2;3;3;1;1;0;0;0;0;3;4;3;2;3;3;3;2;0;1
"K9004062254";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;2;1;0;3;3;2;3;2;1;2;3;2;2;2;1;0;3;3;0;3;0;0;0;0;2;2;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K1804062259";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;2;1;1;2;3;3;2;2;2;3;3;3;2;2;1;1;3;3;0;0;0;3;1;0;0;1;2;1;1;0;0;0;0;3;4;3;3;3;3;3;2;0;1
"K4904062257";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;2;2;0;2;2;3;2;3;2;1;3;1;2;3;3;2;2;3;0;1;1;0;0;3;3;0;1;1;1;1;0;0;0;2;5;3;3;3;3;3;2;0;2
"K4204072251";2025;38005;"38";1;5;9;9;9;9;9;0;0;0;1;2;1;1;1;2;3;1;3;2;2;3;3;2;3;2;1;3;2;2;3;3;1;3;2;1;3;2;1;1;0;0;0;0;3;3;3;3;3;2;2;1;0;2
"K0804062260";2025;43036;"43";1;5;9;9;9;9;9;0;0;0;1;3;2;2;2;3;2;1;2;2;2;3;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;1;1;0;0;0;3;5;3;3;3;3;3;2;0;2
"K3904062258";2025;43025;"43";1;5;9;9;9;9;9;0;0;0;1;3;2;2;2;3;3;1;3;2;3;3;2;3;3;1;1;2;3;1;3;3;1;2;3;3;2;2;1;1;0;0;0;0;4;5;3;3;3;3;3;2;0;1
"K7304062256";2025;41007;"41";1;5;9;9;9;9;9;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;2;2;3;3;0;2;3;0;0;0;1;1;0;0;0;0;3;5;3;3;3;3;3;2;0;1
"K0404072254";2025;42002;"42";1;5;9;9;9;9;9;0;0;0;1;2;2;2;3;1;3;2;2;3;3;3;3;3;2;2;1;2;3;2;3;3;3;2;3;3;2;3;1;1;1;0;0;0;3;4;3;3;3;3;3;1;2;2
"K3504072252";2025;12021;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;3;3;3;3;2;3;3;2;3;3;3;3;2;2;1;3;2;2;1;1;3;3;3;1;3;0;0;0;0;0;1;2;4;3;2;2;2;2;2;2;2
"K6604072250";2025;11045;"11";1;5;9;9;9;9;9;0;0;0;1;3;1;1;1;1;3;0;3;3;3;3;3;2;2;1;2;3;2;1;1;2;3;0;3;2;2;2;1;1;0;0;0;0;3;4;3;2;3;2;2;2;0;1
"K6304062257";2025;42002;"42";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;3;3;3;3;3;2;3;2;3;3;1;2;3;2;2;3;3;3;2;3;3;1;2;1;1;0;0;0;0;4;4;3;3;3;3;3;2;0;2
"K3504062259";2025;11045;"11";1;5;9;9;9;9;9;0;0;0;1;3;2;0;2;1;3;2;3;3;3;3;3;3;3;2;2;2;3;2;3;3;1;2;3;2;2;2;1;1;1;0;0;0;3;5;3;3;3;3;3;2;0;1
"K6604062257";2025;12028;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;3;3;2;3;2;3;3;3;3;3;2;1;3;3;2;3;3;2;3;3;2;3;3;0;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K9704062255";2025;11042;"11";1;5;9;9;9;9;9;0;0;0;1;0;3;0;2;1;3;2;3;3;3;3;3;3;2;3;2;2;3;3;3;3;3;2;2;3;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K4904072252";2025;43012;"43";1;5;9;9;9;9;9;0;0;0;1;3;2;3;3;3;3;2;3;3;3;3;2;3;3;3;1;3;3;2;3;3;3;2;2;2;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K2104072254";2025;42002;"42";1;5;9;9;9;9;9;0;0;0;1;2;1;1;1;1;1;1;2;1;2;3;3;3;2;1;1;3;2;2;3;2;3;3;3;3;3;3;1;1;0;0;0;0;2;3;3;3;3;3;2;1;1;1
"K8304072250";2025;42001;"42";8;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;0;3;2;2;2;3;3;3;3;3;3;3;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;2
"K8004062257";2025;12033;"12";1;5;9;9;9;9;9;0;0;0;1;2;3;2;3;3;2;3;2;3;3;2;3;3;2;3;2;2;2;2;1;3;1;2;3;3;3;1;0;1;1;0;0;0;4;5;3;3;3;3;2;2;0;2
"K1104072255";2025;41032;"41";1;5;9;9;9;9;9;0;0;0;1;3;2;1;1;2;3;1;3;1;3;3;3;3;2;2;2;3;2;1;3;3;3;3;1;3;3;1;1;0;1;0;0;0;3;5;3;3;3;3;3;2;1;1
"K4204072253";2025;43034;"43";1;5;9;9;9;9;9;0;0;0;1;2;3;2;3;1;3;2;3;2;3;3;3;3;2;2;1;3;3;3;0;3;3;2;3;2;3;3;1;1;0;0;0;0;3;4;3;3;3;3;3;2;2;1
"K3904062260";2025;38166;"38";1;5;9;9;9;9;9;0;0;0;1;3;2;0;2;3;3;2;3;3;3;3;3;3;2;2;1;3;2;2;3;2;3;3;2;0;1;3;1;1;1;1;0;0;3;3;3;2;3;3;2;2;0;2
"K7604072251";2025;41215;"41";1;5;9;9;9;9;9;0;0;0;1;1;1;1;2;3;3;3;3;1;3;3;3;2;2;1;0;3;2;1;3;2;3;2;3;3;3;3;1;1;1;0;0;0;2;5;3;3;3;3;3;2;0;2
"K7304062258";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;2;3;3;3;3;3;2;3;1;1;3;3;2;3;3;1;2;2;2;2;3;1;1;0;0;0;0;3;5;3;3;3;3;3;2;0;2
"K0404072256";2025;42001;"42";1;5;9;9;9;9;9;0;0;0;1;2;2;1;1;3;3;3;3;3;3;3;3;3;3;1;1;3;1;3;3;3;2;2;1;1;2;2;1;1;1;0;0;0;3;4;3;2;3;3;3;2;0;1
"K3504072254";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;0;0;3;1;0;2;0;3;3;2;3;1;1;0;3;1;0;0;2;0;2;1;0;2;2;1;1;0;0;0;0;3;5;3;3;3;3;3;2;0;2
"K6604072252";2025;43040;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;2;3;2;2;2;3;3;2;3;2;2;1;3;3;1;2;2;2;1;3;2;2;3;1;1;0;0;0;0;4;5;3;3;3;2;3;2;0;2
"K6304062259";2025;11035;"11";1;5;9;9;9;9;9;0;0;0;1;3;3;3;2;3;2;2;3;1;3;3;3;3;2;1;1;0;3;0;0;0;0;1;0;0;2;3;1;1;1;0;0;0;3;3;2;3;3;3;3;2;0;2
"K9404062257";2025;12021;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;2;2;1;3;3;3;3;3;3;3;2;1;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;1;1
"K9704062257";2025;43038;"43";1;5;9;9;9;9;9;0;0;0;1;2;1;1;0;2;3;0;2;1;3;3;3;3;2;1;0;3;1;1;1;1;2;1;0;1;2;1;0;1;1;0;0;0;3;3;3;3;3;3;3;2;2;1
"K2804072255";2025;42001;"42";1;5;9;9;9;9;9;0;0;0;1;2;2;2;1;2;3;1;3;1;3;3;3;2;2;3;1;3;3;1;2;1;3;1;1;1;2;3;0;1;0;0;0;0;3;4;3;2;3;3;3;2;0;2
"K5904072253";2025;12061;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;3;2;2;3;3;3;3;3;3;3;3;3;0;0;0;3;3;3;2;2;0;0;0;0;3;1;1;1;0;0;0;3;5;3;2;2;2;3;2;0;2
"K9004072251";2025;43016;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;2;3;3;3;3;3;2;3;2;1;3;3;2;3;3;3;1;3;3;1;3;1;1;0;0;0;0;3;4;3;3;3;3;3;2;1;2
"K5604062260";2025;44009;"44";1;5;9;9;9;9;9;0;0;0;1;2;3;1;1;3;3;2;3;3;3;3;3;3;3;2;2;3;3;2;3;3;2;2;3;2;2;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K1804072256";2025;12028;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;1;3;3;3;3;3;3;2;1;1;2;2;3;3;3;3;1;3;3;3;3;1;1;1;0;0;0;3;5;3;2;2;3;2;2;1;2
"K4904072254";2025;42121;"42";4;5;9;9;9;9;9;0;0;0;1;2;2;2;2;2;3;1;3;3;3;2;3;2;2;1;1;3;3;1;3;3;3;3;2;2;3;3;1;1;1;1;0;0;4;5;3;3;3;3;3;1;1;1
"K9004062258";2025;43012;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;0;0;3;0;3;0;3;0;0;3;3;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;1
"K1404082250";2025;11027;"11";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;2;3;3;3;3;3;3;3;1;2;2;3;3;3;3;3;1;3;2;2;3;1;1;0;0;0;0;3;4;3;3;3;3;3;2;0;2
"K1104072257";2025;43012;"43";1;5;9;9;9;9;9;0;0;0;1;3;2;1;3;2;3;1;3;2;3;3;3;3;3;2;1;3;3;3;3;3;3;2;3;3;2;2;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;1
"K4204072255";2025;12038;"12";8;5;9;9;9;9;9;0;0;0;1;2;0;0;0;0;2;2;2;0;3;3;1;3;2;0;0;2;3;2;2;2;2;3;1;0;2;3;1;1;1;1;0;0;3;3;2;3;3;3;3;1;0;3
"K7304072253";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;1;3;3;3;3;3;3;3;3;2;2;2;1;3;3;1;1;1;2;2;2;3;3;3;1;1;1;0;0;0;3;5;3;3;3;3;3;2;0;2
"K7604072253";2025;43037;"43";1;5;9;9;9;9;9;0;0;0;2;3;3;2;2;3;3;2;3;3;3;3;3;3;3;3;2;3;3;2;3;3;2;3;3;3;3;3;1;1;0;0;0;0;4;4;3;2;3;2;3;2;0;2
"K0704082251";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;0;0;0;3;1;2;2;3;3;3;3;2;1;0;3;3;0;0;0;3;0;2;2;3;3;1;1;0;0;0;0;3;5;3;3;3;3;3;2;0;1
"K7304062260";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;2;3;2;3;2;2;3;3;3;3;3;2;2;2;3;2;2;1;3;3;2;2;1;1;2;1;1;1;0;0;0;4;4;3;3;3;3;3;2;0;2
"K9704072252";2025;43040;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;3;2;3;3;3;3;3;2;2;1;2;2;3;3;3;2;2;2;2;1;2;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K2804082250";2025;11042;"11";1;5;9;9;9;9;9;0;0;0;1;2;2;2;2;3;3;2;3;2;3;2;3;2;2;0;0;3;3;0;2;0;1;1;2;2;3;2;1;1;1;1;0;0;3;3;3;3;3;3;3;2;0;1
"K9404062259";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;2;2;1;3;3;3;2;2;2;3;3;3;3;2;2;2;3;3;1;2;1;2;3;3;3;3;3;1;1;1;1;0;0;3;4;3;3;3;3;2;1;3;2
"K3104082250";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;1;1;2;3;3;2;3;2;2;3;3;3;3;3;2;2;3;2;3;3;2;3;2;2;3;3;1;1;1;0;0;0;2;4;3;3;3;3;3;2;0;2
"K9704062259";2025;12059;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;3;2;3;3;1;3;3;3;3;2;3;3;2;2;2;3;2;3;1;1;1;3;3;2;3;1;1;1;0;0;0;4;5;3;3;3;3;3;1;1;1
"K5904072255";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;2;3;1;3;3;3;2;2;2;3;3;3;3;3;2;1;3;3;2;3;2;1;3;1;3;3;2;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K9004072253";2025;43024;"43";1;5;9;9;9;9;9;0;0;0;1;3;1;2;1;3;3;2;3;3;3;3;3;3;3;3;1;3;2;3;3;3;3;2;3;3;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K2104082251";2025;11045;"11";5;5;9;9;9;9;9;0;0;0;1;3;3;2;1;2;3;2;3;3;3;3;3;3;2;1;1;0;0;0;0;0;0;0;0;3;3;2;1;1;0;0;0;0;4;5;3;3;3;3;3;1;0;1
"K9004062260";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;1;3;2;3;2;3;3;3;3;3;3;3;3;2;3;3;2;3;2;2;1;2;3;2;2;1;1;1;0;0;0;4;4;3;3;3;3;3;2;0;2
"K1404082252";2025;43001;"43";1;5;9;9;9;9;9;0;0;0;1;2;2;1;2;3;3;3;3;3;3;3;3;2;2;2;2;3;2;3;3;3;3;2;3;3;2;2;1;1;1;0;0;0;3;4;3;2;3;3;3;2;0;2
"K4504082250";2025;44007;"44";1;5;9;9;9;9;9;0;0;0;1;3;2;3;2;2;2;2;3;2;1;3;2;3;2;3;1;2;3;2;3;3;2;1;3;2;3;3;0;1;0;0;0;0;2;2;3;3;3;3;3;2;0;2
"K1104072259";2025;43001;"43";1;5;9;9;9;9;9;0;0;0;1;3;2;3;1;1;3;2;3;2;1;3;3;3;3;2;3;2;3;2;2;2;2;3;3;3;3;2;1;1;0;0;0;0;4;5;3;2;3;3;3;2;0;3
"K4204072257";2025;12004;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;1;2;0;3;3;2;3;3;2;3;3;2;3;1;3;1;1;3;2;0;1;1;0;2;2;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K7304072255";2025;50835;"50";1;5;9;9;9;9;9;0;0;1;0;1;2;0;0;3;2;2;3;2;3;3;3;3;2;1;1;3;3;2;3;2;1;3;3;1;2;3;1;1;0;0;0;0;3;3;3;3;3;3;3;2;0;1
"K0404082253";2025;42003;"42";1;5;9;9;9;9;9;0;0;0;1;3;2;2;1;3;3;3;3;3;3;3;3;3;3;3;1;3;3;2;2;2;3;3;3;3;3;2;1;0;0;0;0;0;3;4;3;3;3;3;3;2;0;2
"K5004082250";2025;11055;"11";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;1;1;0;0;0;0;4;4;3;3;3;3;3;1;2;1
"K1604072259";2025;42004;"42";1;5;9;9;9;9;9;0;0;0;1;3;2;0;2;3;3;2;3;3;2;2;2;2;2;2;0;3;2;2;3;2;2;1;2;2;3;2;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;2
"K7804072255";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;1;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;1;2;3;3;2;3;3;3;3;1;1;1;0;0;0;4;4;3;3;3;3;3;2;1;1
"K4004082251";2025;15380;"15";1;5;9;9;9;9;9;0;0;0;1;2;3;2;1;3;3;1;3;2;3;3;3;3;2;3;0;3;3;3;3;3;2;3;3;3;3;3;1;1;0;0;0;0;4;3;3;3;3;3;3;2;0;2
"K0604072260";2025;11045;"11";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;3;3;2;3;3;3;3;2;2;2;3;3;1;2;1;3;2;2;3;2;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;1;1
"K6804072256";2025;43010;"43";6;4;1;0;0;0;0;4;0;0;2;3;2;2;2;3;2;2;2;2;3;3;3;2;2;1;2;3;3;2;3;3;3;3;3;3;3;3;0;1;0;0;0;0;4;5;3;3;3;3;3;2;0;1
"K9904072254";2025;44050;"44";1;5;9;9;9;9;9;0;0;0;1;2;3;0;3;3;3;0;2;0;3;2;3;2;2;0;0;3;2;2;3;3;3;0;2;0;2;0;1;1;1;0;0;0;4;5;3;2;2;3;0;2;0;1
"K4004072258";2025;12021;"12";1;5;9;9;9;9;9;0;0;0;1;2;0;1;0;3;3;0;3;1;3;1;3;2;2;1;1;0;3;3;3;3;0;3;3;3;3;3;1;1;0;0;0;0;2;4;3;3;3;3;3;2;0;2
"K0204082254";2025;34039;"34";1;5;9;9;9;9;9;0;0;0;1;2;2;2;1;3;3;2;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;3;3;3;3;3;1;1;1;0;0;0;3;4;3;3;3;3;3;2;2;1
"K3004072259";2025;43012;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;3;2;3;3;1;3;3;3;3;3;3;3;3;2;3;1;1;3;1;3;3;3;3;3;3;1;0;1;0;0;0;4;5;3;3;3;3;3;2;0;2
"K9204072255";2025;11042;"11";1;5;9;9;9;9;9;0;0;0;1;1;2;1;2;3;3;2;3;2;3;3;3;2;2;2;1;3;2;2;2;3;3;1;3;3;3;3;1;1;0;0;0;0;3;4;3;3;3;3;3;2;0;1
"K5404082251";2025;43016;"43";1;5;9;9;9;9;9;0;0;0;1;2;1;1;1;2;3;2;1;2;3;2;3;2;2;2;1;2;2;1;3;3;2;1;2;2;3;3;1;1;1;0;0;0;3;2;3;3;2;3;3;2;3;1
"K9504072255";2025;12039;"12";1;5;9;9;9;9;9;0;0;0;1;3;1;2;2;2;3;3;1;3;3;3;3;2;2;1;1;3;3;1;2;1;3;2;3;3;1;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K2604082253";2025;12058;"12";8;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0;4;4;3;3;3;3;3;2;0;1
"K5704082251";2025;12058;"12";1;5;9;9;9;9;9;0;0;0;1;3;0;2;0;3;3;2;2;3;3;3;3;3;2;0;2;3;1;1;2;3;3;2;3;1;2;1;1;0;0;0;0;0;4;4;3;3;3;3;3;2;0;2
"K2304072260";2025;43013;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;3;2;3;3;2;3;3;3;3;3;2;2;1;1;3;2;3;3;3;1;3;3;3;3;2;1;1;0;0;0;0;3;4;3;3;3;3;3;2;3;3
"K8504072256";2025;12026;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;1;3;3;3;2;3;2;3;3;3;3;3;2;2;2;3;2;3;2;3;3;3;3;3;3;1;1;1;0;0;0;4;4;3;3;3;3;3;2;0;1
"K4704082252";2025;30026;"30";1;5;9;9;9;9;9;0;0;0;1;3;0;3;3;2;3;2;3;3;0;3;3;3;3;0;0;3;2;2;3;3;3;2;2;2;3;2;1;1;1;0;0;0;4;4;3;3;3;2;2;2;0;2
"K7804082250";2025;12027;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;2;3;3;3;1;1;1;1;0;0;3;4;3;3;3;3;3;2;1;1
"K4404072259";2025;43025;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;0;0;3;5;3;3;3;3;3;2;0;2
"K8104082250";2025;42122;"42";1;5;9;9;9;9;9;0;0;0;1;3;3;2;1;3;3;3;3;3;3;3;3;3;3;1;1;3;2;1;3;3;3;2;3;3;2;3;1;1;0;0;0;0;4;5;3;3;3;3;3;2;0;2
"K4704072259";2025;44043;"44";1;5;9;9;9;9;9;0;0;0;1;3;2;3;3;2;3;1;2;3;3;3;3;3;1;1;0;2;3;3;3;3;0;3;2;0;3;2;1;0;0;0;0;0;4;5;3;3;3;3;3;2;0;2
"K7804072257";2025;42001;"42";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;3;2;2;3;3;1;3;2;1;1;3;3;2;2;3;2;3;3;3;3;3;1;1;0;0;0;0;3;4;3;3;3;3;3;2;1;1
"K0904082255";2025;11083;"11";1;5;9;9;9;9;9;0;0;0;1;2;0;0;0;1;3;2;3;1;0;3;3;3;3;1;1;3;3;1;2;3;3;3;3;3;2;0;1;0;0;0;0;0;3;4;3;3;2;3;3;2;0;1
"K4004082253";2025;12028;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;2;3;2;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;0;0;4;4;3;3;3;3;3;2;1;2
"K7104082251";2025;42001;"42";1;5;9;9;9;9;9;0;0;0;1;2;0;0;0;0;0;0;0;0;2;3;3;2;1;0;0;3;2;0;3;3;3;2;2;0;2;2;1;1;1;0;0;0;3;4;3;3;2;3;3;2;0;1
"K3704072260";2025;12006;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;1;2;3;3;2;3;3;3;3;3;2;2;2;0;3;2;3;3;3;2;1;3;3;1;2;1;1;1;1;0;0;3;3;3;3;3;3;3;2;2;2
"K7104072258";2025;11042;"11";1;5;9;9;9;9;9;0;0;0;1;3;3;3;2;3;3;1;2;2;3;2;3;3;2;2;1;3;2;2;1;3;2;3;3;3;3;2;1;1;1;0;0;0;2;3;3;3;3;3;3;2;0;1
"K9504082250";2025;44048;"44";1;5;9;9;9;9;9;0;0;0;1;3;3;1;3;3;3;1;3;3;3;3;3;3;3;2;1;2;2;3;3;3;1;2;2;1;3;3;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;1
"K5404082253";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;2;3;2;2;3;2;1;1;1;0;0;0;3;4;3;3;3;3;3;2;0;1
"K9504072257";2025;12021;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;3;3;2;3;3;3;3;3;2;2;2;1;2;3;3;2;3;1;2;3;3;1;3;1;1;1;0;0;0;4;4;3;3;3;3;3;2;0;1
"K5704082253";2025;12014;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;1;2;3;1;1;3;1;2;1;1;3;3;1;1;1;0;0;0;4;4;3;3;3;3;3;2;0;1
"K5404072260";2025;43013;"43";1;5;9;9;9;9;9;0;0;0;1;3;2;0;1;3;3;1;2;3;3;2;3;3;2;2;1;0;0;0;0;0;0;3;3;3;3;2;1;1;0;0;0;0;4;5;3;3;3;3;3;2;0;2
"K8504072258";2025;43040;"43";1;5;9;9;9;9;9;0;0;0;1;3;1;0;3;1;3;1;3;3;3;3;3;3;2;1;0;3;3;3;3;3;2;2;3;3;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;1
"K1604082256";2025;43010;"43";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;2;3;3;3;3;3;3;3;1;2;3;3;2;3;3;3;3;3;3;3;3;1;1;1;0;0;0;2;3;3;3;3;3;3;2;0;1
"K0904092250";2025;50802;"50";1;5;9;9;9;9;9;0;0;0;3;2;2;1;2;1;3;1;2;1;3;2;3;2;1;2;1;3;2;1;2;2;1;1;1;1;3;1;0;1;1;0;0;0;3;3;3;3;3;2;2;2;0;3
"K5004082254";2025;12027;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;2;3;3;3;3;3;3;3;2;3;3;2;1;2;2;3;2;2;2;3;3;2;1;3;3;1;1;1;0;0;0;4;5;3;3;3;3;3;2;0;3
"K8104082252";2025;12021;"12";1;5;9;9;9;9;9;0;0;0;1;3;2;2;3;3;3;2;3;3;3;3;3;3;3;2;1;3;2;1;1;3;2;2;1;1;3;2;1;0;1;0;0;0;3;5;3;3;3;3;3;2;0;1
"K1204092250";2025;11045;"11";1;5;9;9;9;9;9;0;0;0;1;3;3;2;3;3;3;2;3;2;3;3;3;3;3;1;1;2;2;3;3;3;1;3;2;0;3;3;1;1;1;1;0;0;4;5;3;3;3;2;3;2;2;2
"K7804072259";2025;12010;"12";1;5;9;9;9;9;9;0;0;0;1;3;3;2;2;3;3;2;3;3;2;3;3;2;3;1;1;3;2;3;2;3;3;3;3;3;3;1;1;1;0;0;0;0;3;4;3;2;3;3;3;2;0;1
"K7104082253";2025;43010;"43";1;5;9;9;9;9;9;0;0;0;1;3;0;3;0;3;0;2;0;2;3;3;3;3;2;2;0;3;0;2;2;2;3;0;0;3;0;2;1;0;1;1;0;0;3;4;3;3;3;3;3;2;0;1
"K0204092251";2025;43034;"43";1;5;9;9;9;9;9;0;0;0;1;1;2;3;2;3;3;2;2;1;3;2;3;2;2;1;1;3;2;1;3;3;2;2;3;2;3;2;1;1;1;0;0;0;3;4;3;3;3;3;2;2;0;1
