"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"MODESTUDIOS1";"EXPERIENCIAPREVIA1";"EXPERIENCIAPREVIA4_1";"EXPERIENCIAPREVIA4_2";"EXPERIENCIAPREVIA4_3";"EXPERIENCIAPREVIA4_4";"EXPERIENCIAPREVIA4_5";"EXPERIENCIAPREVIA2";"EXPERIENCIAPREVIA3";"PRIMERA_GENERACION1";"PRIMERA_GENERACION2";"EXPERIENCIAPREVIA5_1";"EXPERIENCIAPREVIA5_2";"EXPERIENCIAPREVIA5_3";"EXPERIENCIAPREVIA5_4";"EXPERIENCIAPREVIA5_5";"EXPERIENCIAPREVIA5_6";"EXPERIENCIAPREVIA5_7";"EXPERIENCIAPREVIA5_8";"EXPERIENCIAPREVIA5_9";"EXPERIENCIAPREVIA5_10";"CCEA3_1";"CCEA3_2";"CCEA3_3";"CCEA3_4";"CCEA3_5";"CCEA3_6";"CCEA12_1";"CCEA12_2";"CCEA12_3";"CCEA12_4";"CCEA12_5";"CCEA12_6";"CCEA12_7";"CCEA12_8";"CCEA12_9";"CCEA12_10";"CCEA12_11";"CCEA8_1";"CCEA8_2";"CCEA8_3";"CCEA8_4";"CCEA8_5";"CCEA8_6";"CCEA9";"CCEA10";"CCEA6_1";"CCEA6_2";"CCEA6_3";"CCEA6_4";"CCEA6_5";"CCEA7_1_1";"CCEA7_1_3";"CCEA7_2"
"K4492171359";2025;41212;"41";1;4;0;0;1;1;0;1;2;0;1;2;1;2;3;3;3;3;2;2;3;2;3;2;2;1;1;3;1;1;3;2;2;2;3;3;3;1;1;0;0;0;0;0;3;4;3;3;3;1;3;1;4;1
"K5994981358";2025;34051;"34";2;4;0;1;0;0;0;2;6;1;0;2;1;1;2;1;2;1;2;2;1;3;3;2;2;1;1;2;3;2;3;2;1;2;3;2;1;2;1;1;0;0;0;0;2;2;3;2;2;3;2;1;4;3
"K2798161358";2025;51101;"51";1;4;0;1;0;0;0;1;3;1;0;2;0;0;2;3;2;0;0;0;3;3;3;3;3;0;0;3;0;3;3;3;0;3;0;0;3;3;1;0;0;0;0;0;3;3;3;3;3;3;3;2;0;4
"K6100371458";2025;38168;"38";1;4;0;1;1;1;0;2;6;1;0;2;2;0;3;3;3;1;3;3;2;3;3;3;3;2;2;3;3;3;3;3;1;3;3;3;3;2;1;1;1;1;0;0;3;4;3;3;3;3;3;1;4;3
"K3605901458";2025;44027;"44";1;4;0;0;0;1;0;1;6;1;0;2;3;3;3;3;3;3;3;3;1;3;3;3;0;1;1;3;1;3;3;2;2;1;2;2;3;1;0;0;1;0;0;0;4;4;3;2;2;3;3;1;4;2
"K0808141460";2025;45037;"45";1;4;0;1;0;0;0;4;0;1;0;1;1;2;2;2;2;1;2;2;1;3;3;2;1;2;1;3;1;1;2;2;3;1;2;3;2;2;1;0;0;0;0;0;2;4;3;2;3;3;3;1;4;4
"K2708701458";2025;17009;"17";5;5;9;9;9;9;9;0;0;1;0;2;2;0;3;0;3;0;2;0;2;3;3;2;2;0;2;3;3;2;3;0;1;2;0;0;3;2;1;1;0;0;0;0;2;3;3;3;3;3;3;1;0;2
"K7613891457";2025;38162;"38";2;4;0;0;0;0;1;4;0;1;0;0;0;0;2;0;2;0;2;2;0;3;3;1;2;1;0;3;2;0;2;2;2;0;0;0;0;2;0;0;0;0;1;0;2;3;3;2;2;3;0;1;4;1
"K8014391457";2025;45005;"45";1;4;0;1;1;0;0;2;6;1;0;0;0;0;3;2;3;0;2;0;2;3;3;3;2;2;0;3;3;0;3;3;0;2;3;3;2;2;1;1;0;1;0;0;3;4;3;3;3;3;3;2;0;3
"K1014521457";2025;11026;"11";2;4;0;0;0;0;1;1;4;1;0;2;2;2;3;3;2;2;1;2;1;3;3;2;1;2;2;2;2;2;2;3;2;3;3;3;2;2;1;1;0;1;0;0;2;2;3;3;1;2;2;1;2;2
"K1914901452";2025;11040;"11";5;5;9;9;9;9;9;0;0;1;0;2;1;2;3;3;3;1;3;3;2;3;3;2;3;2;1;3;3;2;3;3;2;3;3;3;3;3;1;0;0;1;0;0;2;4;3;3;3;2;3;1;1;3
"K9715221454";2025;21043;"21";5;5;9;9;9;9;9;0;0;1;0;1;1;1;3;3;3;1;3;3;2;3;3;3;2;3;1;3;2;1;3;2;0;3;2;2;3;2;0;0;1;0;0;0;3;2;3;2;3;3;2;2;4;1
"K5515301457";2025;11060;"11";2;4;0;0;0;1;0;2;6;1;0;3;3;1;2;2;3;3;3;3;1;3;3;3;3;3;1;3;2;2;1;0;0;1;2;3;1;2;1;1;0;0;0;0;2;4;3;3;2;3;3;2;1;3
"K8018121452";2025;20052;"20";5;5;9;9;9;9;9;0;0;1;0;2;2;2;2;3;3;2;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;1;0;0;0;0;0;3;2;2;2;2;3;3;1;2;1
"K5618791460";2025;39129;"39";2;4;0;0;0;1;0;1;6;1;0;0;1;0;3;3;3;1;3;2;0;3;2;3;3;0;0;1;3;1;3;2;1;0;2;0;3;0;1;1;0;0;0;0;3;4;3;3;3;3;3;1;4;2
"K7719741452";2025;46101;"46";2;4;1;0;0;0;0;4;0;1;0;3;3;2;3;3;3;2;3;3;2;2;2;3;1;1;1;3;3;1;3;2;2;2;2;2;2;3;0;0;0;0;1;0;3;4;2;3;2;3;3;1;4;3
"K0421651457";2025;12097;"12";1;4;0;0;1;0;0;2;6;1;0;2;0;0;2;0;2;0;2;0;0;2;2;0;0;2;0;0;0;3;2;3;0;0;0;0;0;0;1;0;0;0;0;0;4;4;3;3;3;3;3;2;0;1
"K7228291455";2025;14103;"14";1;4;0;1;0;1;1;2;6;1;0;2;2;0;3;3;3;0;3;0;0;3;3;2;2;0;0;2;2;3;3;3;0;0;2;3;0;2;1;1;1;0;0;0;3;4;3;3;3;3;3;1;4;3
"K8731921458";2025;49111;"49";5;5;9;9;9;9;9;0;0;1;0;2;0;0;0;3;2;2;3;3;2;2;3;2;3;2;2;3;2;2;3;2;3;3;2;3;3;2;1;0;0;0;0;0;3;4;2;3;3;2;3;1;4;2
"K5533631451";2025;11525;"11";1;4;0;0;0;0;1;1;1;1;0;2;2;2;2;2;2;1;1;2;2;2;1;2;1;1;1;3;1;2;1;3;2;2;2;2;3;1;1;0;0;0;0;0;3;5;3;3;3;2;2;1;0;2
"K1836261450";2025;52504;"52";2;4;0;1;0;0;0;2;6;1;0;0;0;0;2;0;2;0;0;0;0;2;3;0;0;0;0;0;0;0;0;2;3;0;2;0;0;0;1;1;0;0;0;0;2;2;3;2;3;3;2;1;4;2
"K3549851453";2025;47001;"47";5;5;9;9;9;9;9;0;0;1;0;1;2;1;2;2;1;1;2;2;3;3;3;3;2;2;2;3;2;1;3;3;2;3;3;2;3;2;1;0;1;0;0;0;3;4;3;3;3;3;3;1;1;2
"K9953091455";2025;46301;"46";5;1;0;1;0;0;0;4;0;1;0;2;1;1;2;3;2;1;2;3;1;3;3;2;2;2;2;3;2;2;3;2;3;3;3;3;3;2;1;0;0;0;0;0;2;3;3;3;3;3;3;1;1;3
"K8856371459";2025;56418;"56";1;4;0;1;0;0;0;4;0;1;0;2;2;1;3;1;3;0;2;2;0;3;3;2;1;1;0;3;3;1;3;3;3;0;2;1;0;2;1;1;0;0;0;0;2;4;3;3;3;3;2;1;3;2
"K8358031454";2025;26071;"26";2;4;0;0;0;1;1;4;0;1;0;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0;0;3;3;2;3;2;3;3;2;2;3;2;0;1;1;0;0;0;4;4;3;3;3;3;3;1;2;2
"K2058431450";2025;25019;"25";1;4;0;1;1;0;0;1;6;0;1;1;1;1;3;3;2;1;1;1;1;3;3;2;1;2;1;3;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;3;3;2;3;2;3;3;1;4;4
"K9476691454";2025;56124;"56";2;4;1;1;0;0;0;4;0;1;0;2;1;2;2;3;2;1;2;3;2;3;3;2;2;2;1;3;3;2;2;2;3;3;3;3;3;3;1;1;1;1;0;0;3;3;3;3;3;3;2;2;2;3
"K1378041459";2025;38175;"38";1;1;1;0;0;0;0;4;0;1;0;3;1;0;0;0;3;1;2;2;2;2;2;3;2;1;1;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;1;3;5;3;0;0;3;0;2;0;3
"K3678291458";2025;56318;"56";1;1;1;0;0;1;0;4;0;0;1;2;2;1;1;1;3;2;2;2;1;2;3;2;1;1;1;3;3;0;0;0;2;1;1;2;0;3;1;1;0;0;0;0;3;4;2;3;3;3;3;2;4;2
"K1000801559";2025;29012;"29";1;4;0;0;1;1;0;1;6;0;1;3;3;3;3;3;3;2;3;3;2;3;2;3;3;2;2;2;3;3;3;2;2;2;3;3;2;2;1;1;0;0;0;0;3;5;3;3;3;3;3;1;0;2
"K5400931557";2025;22080;"22";2;4;0;1;0;0;0;2;6;1;0;1;0;0;2;3;2;3;3;3;3;0;2;3;3;0;0;3;3;1;3;3;1;3;3;3;2;3;1;0;0;0;0;0;3;5;3;3;3;2;3;2;3;4
"K9401581551";2025;19003;"19";1;4;0;1;1;0;0;2;6;1;0;2;2;2;2;3;2;2;2;2;2;3;3;2;3;2;2;2;3;2;3;3;2;3;3;3;2;2;1;0;0;1;0;0;3;4;3;3;3;3;2;1;4;3
"K4705531553";2025;51230;"51";1;4;0;1;1;1;0;2;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;0;2;0;3;2;0;2
"K8505601558";2025;18096;"18";2;4;0;1;0;1;0;4;0;1;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;0;3;3;3;3;3;1;3;3;3;2;3;1;1;0;0;0;0;3;4;3;3;3;3;3;1;4;1
"K9207681559";2025;56510;"56";1;4;0;0;1;0;0;2;5;1;0;2;1;2;2;3;2;3;2;2;2;2;3;2;2;0;0;3;3;2;2;3;2;2;3;2;2;3;1;1;0;0;0;0;3;4;3;3;2;3;3;1;0;1
"K9107691555";2025;11078;"11";1;4;0;0;1;0;0;1;2;1;0;3;2;3;3;3;3;2;3;3;2;3;3;2;3;1;2;3;3;2;2;3;1;3;3;3;3;3;1;1;0;0;0;0;4;4;3;3;3;3;2;1;2;1
"K7107761557";2025;26303;"26";1;5;9;9;9;9;9;0;0;1;0;2;2;2;0;1;2;0;0;0;0;3;3;0;0;0;0;3;3;0;3;0;0;0;2;0;0;2;1;1;1;0;0;0;3;4;3;3;2;3;3;1;4;4
"K9907961550";2025;22021;"22";1;1;1;1;0;0;0;4;0;1;0;2;2;2;3;3;1;1;2;3;3;2;3;3;1;1;1;3;1;3;3;2;1;2;3;3;2;3;0;0;1;0;0;0;2;4;3;3;3;2;2;1;2;4
"K5209801559";2025;26050;"26";1;4;0;1;0;0;0;1;6;0;2;3;3;3;3;3;3;1;3;3;1;3;1;3;3;1;2;2;2;3;3;3;1;2;3;3;2;3;1;1;0;0;0;0;4;5;3;3;3;3;3;1;4;2
"K9010041560";2025;26303;"26";8;5;9;9;9;9;9;0;0;1;0;2;1;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;1;0;0;1;0;0;2;5;3;3;3;3;3;1;4;2
"K8211571556";2025;35018;"35";1;4;0;0;0;1;0;2;6;1;0;2;2;2;3;2;3;2;2;3;3;3;2;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;1;1;0;1;0;0;3;4;3;2;2;2;3;1;4;3
"K3811611560";2025;16019;"16";1;4;1;1;1;0;0;1;3;1;0;3;2;2;3;3;2;2;2;2;3;3;2;1;2;0;0;2;3;2;3;3;1;3;3;2;3;1;1;1;0;0;0;0;3;3;3;3;3;2;1;1;0;3
"K3613751552";2025;55021;"55";1;4;0;1;0;0;0;1;6;1;0;1;1;2;3;3;2;3;2;2;2;3;3;2;2;1;1;3;2;2;2;3;2;2;2;2;3;2;1;0;0;0;0;0;3;3;3;2;3;3;2;1;4;3
"K5913891552";2025;49216;"49";1;4;0;1;0;0;0;2;6;1;0;3;0;0;0;0;3;0;0;0;0;3;3;3;2;1;2;3;1;3;3;3;2;3;3;2;3;3;1;0;0;0;0;0;3;5;3;3;3;3;3;1;1;3
"K5515081560";2025;18040;"18";1;4;0;1;1;0;0;1;6;1;0;0;0;0;3;0;0;0;0;0;0;3;3;3;0;0;0;0;0;3;3;3;0;0;3;0;0;0;1;0;0;0;0;0;3;4;3;3;3;3;3;1;0;3
"K4016061556";2025;41019;"41";1;4;1;1;1;0;0;2;6;1;0;0;0;2;0;2;3;0;0;0;2;0;2;0;0;0;0;3;3;3;3;2;2;2;3;3;3;3;1;1;0;1;0;0;4;4;1;2;2;2;2;1;0;4
"K9516351553";2025;38170;"38";1;4;1;1;1;1;0;1;2;0;1;3;2;3;3;3;3;3;3;3;3;3;2;3;3;0;3;2;3;3;2;3;0;3;3;3;3;3;1;1;1;0;0;0;3;4;2;2;2;2;2;1;3;2
"K8716351558";2025;16048;"16";4;4;0;0;1;0;0;1;2;0;1;3;2;0;3;3;3;0;3;3;3;3;2;3;2;0;0;3;2;3;3;3;1;3;2;1;3;2;0;0;0;1;0;0;4;5;3;2;3;3;3;1;0;2
"K4716651550";2025;25033;"25";1;4;0;1;0;0;0;1;2;1;0;3;3;3;3;0;3;3;3;2;3;3;3;3;3;2;1;3;3;1;3;1;3;3;3;3;3;3;1;1;0;0;0;0;4;4;3;3;3;3;3;2;0;3
"K7116661551";2025;11062;"11";1;4;0;0;1;0;0;1;2;1;0;3;2;2;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;1;2;2;1;3;3;3;2;3;0;1;0;0;0;0;4;5;1;1;1;1;1;1;4;3
"K8417411556";2025;13032;"13";1;4;1;0;0;0;0;4;0;1;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0;3;3;0;0;0;0;0;1;4;4;3;3;3;3;3;1;3;1
"K9818651551";2025;50121;"50";5;5;9;9;9;9;9;0;0;1;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;2;3;3;3;3;1;0;0;0;0;0;4;5;3;3;3;3;3;2;4;1
"K4620091558";2025;55011;"55";4;4;1;1;0;0;0;2;5;1;0;0;0;3;0;3;0;0;0;0;3;3;0;0;0;3;0;3;3;0;3;3;3;0;0;0;0;0;1;1;0;0;0;0;4;5;3;3;0;3;3;2;0;3
"K7820111553";2025;41076;"41";1;4;0;1;0;0;0;4;0;1;0;1;1;1;1;3;3;1;2;2;2;3;3;3;2;1;1;3;2;3;3;3;3;2;3;3;2;1;0;0;1;0;0;0;2;2;3;3;3;3;3;2;0;3
"K5624961554";2025;56324;"56";5;4;0;0;0;1;0;4;0;1;0;1;1;1;1;1;2;2;2;1;2;3;3;2;2;2;1;2;2;1;3;3;2;1;1;1;1;1;0;0;1;0;0;0;2;3;3;3;3;3;3;1;4;2
"K3828661550";2025;50231;"50";2;4;0;0;0;1;0;2;6;1;0;2;2;1;3;1;3;1;3;2;1;3;3;1;3;1;1;3;2;3;3;3;3;1;3;2;1;3;1;0;0;0;0;0;3;4;3;3;3;3;3;1;4;1
"K8430021560";2025;49303;"49";2;4;0;0;1;0;0;1;6;1;0;3;0;3;3;3;3;0;3;3;0;3;3;3;3;3;0;3;0;0;3;3;3;0;2;2;0;0;1;0;0;0;0;0;4;4;3;2;0;2;3;1;2;2
"K0130311550";2025;26082;"26";5;5;9;9;9;9;9;0;0;1;0;3;2;1;2;2;2;1;2;2;1;1;2;3;2;2;2;3;2;1;3;3;2;3;2;3;3;3;0;0;1;0;0;0;2;3;3;3;3;3;3;1;1;2
"K3730561551";2025;24070;"24";1;4;0;0;1;0;0;1;2;1;0;2;3;2;3;3;3;3;3;3;3;3;3;2;2;1;1;3;3;2;3;3;1;3;3;3;3;3;1;1;0;0;0;0;4;2;3;3;3;3;1;1;4;1
"K7530601553";2025;47491;"47";2;4;1;1;0;1;0;1;5;1;0;2;2;2;1;1;2;2;2;3;2;3;2;2;2;1;0;1;2;1;1;1;2;3;3;3;3;2;1;1;1;0;0;0;3;3;2;2;2;3;3;1;0;3
"K2130651554";2025;35029;"35";2;4;1;1;1;1;0;1;2;1;0;2;1;3;3;3;3;3;3;2;3;3;3;3;3;0;0;0;3;3;3;3;3;3;2;3;3;3;1;1;0;0;0;0;3;4;3;1;2;0;0;1;2;2
"K6431621557";2025;21053;"21";2;4;0;0;0;1;0;4;0;1;0;2;2;3;3;3;3;1;3;3;3;3;3;2;2;2;1;2;2;2;3;2;1;3;2;3;3;3;1;1;0;0;0;0;3;4;3;2;3;3;3;1;4;1
"K3833391551";2025;11028;"11";1;4;1;1;1;1;0;1;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;1;0;0;4;4;3;2;2;2;2;1;1;4
"K6233531555";2025;45005;"45";1;4;0;1;0;0;0;2;3;1;0;0;0;0;0;0;2;3;1;0;0;2;3;3;2;1;0;3;2;1;2;3;2;0;2;2;0;0;1;0;0;0;0;0;3;4;3;3;3;3;3;1;0;3
"K6536191555";2025;39133;"39";2;4;0;1;0;0;0;2;6;1;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;4;3;2;0;3;3;1;4;1
"K5036241555";2025;22091;"22";6;5;9;9;9;9;9;0;0;1;0;2;0;0;0;0;2;0;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;1;0;0;0;0;0;2;2;3;0;0;0;0;2;0;1
"K4136621555";2025;52588;"52";4;4;0;1;0;0;0;4;0;1;0;0;0;2;2;2;2;0;2;2;0;2;2;2;2;1;1;3;3;0;3;3;3;3;3;3;3;2;1;1;1;0;0;0;2;3;3;3;3;3;2;1;3;3
"K1837311558";2025;30007;"30";1;4;0;1;0;0;0;1;6;0;2;2;2;2;3;3;3;1;3;0;0;3;3;2;2;1;1;2;2;0;2;1;0;2;0;0;3;0;1;1;0;0;0;0;3;3;3;3;0;3;0;2;4;3
"K7638791560";2025;38167;"38";2;4;1;1;1;1;0;2;6;1;0;0;1;0;2;0;2;0;1;0;0;3;3;2;1;0;0;2;2;0;2;3;1;2;2;0;2;0;1;1;0;0;0;0;3;4;3;3;3;3;2;1;4;1
"K7338921556";2025;41066;"41";5;5;9;9;9;9;9;0;0;1;0;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;1;1;1;1;0;0;3;5;2;1;3;3;3;1;2;3
"K5440091553";2025;19005;"19";5;4;0;1;0;0;0;2;5;1;0;1;1;1;1;1;1;1;1;1;2;3;2;1;1;1;1;2;3;1;3;3;1;2;1;2;3;1;1;1;0;0;0;0;4;5;3;3;3;3;3;1;0;3
"K9841571559";2025;14006;"14";5;5;9;9;9;9;9;0;0;0;2;2;2;2;3;3;2;1;3;3;3;3;3;2;2;0;2;1;1;1;1;1;1;1;2;3;2;1;0;0;0;0;0;1;3;4;3;2;3;2;1;1;4;3
"K7941711552";2025;16058;"16";1;4;0;1;0;0;0;1;2;0;1;2;1;3;3;2;3;1;2;3;3;2;2;3;2;1;1;3;2;2;3;3;2;2;3;3;2;2;1;1;0;0;0;0;3;4;3;3;3;3;3;1;4;3
"K5141941554";2025;16100;"16";2;4;0;1;0;0;0;1;5;1;0;3;3;3;3;3;3;1;3;3;2;3;1;3;3;1;2;3;3;3;3;3;1;3;2;3;3;2;1;1;0;0;0;0;4;2;3;3;3;3;3;1;1;3
"K1444271554";2025;56324;"56";1;4;0;0;0;1;0;4;0;1;0;0;0;0;2;2;3;0;2;0;0;3;3;0;2;0;0;3;2;2;3;3;3;2;0;3;0;0;1;0;1;1;0;0;4;5;3;3;3;3;3;1;3;1
"K7746421558";2025;49108;"49";2;4;0;1;0;1;0;2;6;1;0;0;0;0;0;0;3;2;3;2;0;3;2;3;3;0;0;2;3;2;3;0;0;2;0;2;0;0;1;0;0;0;0;0;3;4;3;1;3;3;3;2;0;3
"K2148091557";2025;20050;"20";2;4;0;1;0;1;0;2;6;1;0;2;0;0;2;2;3;0;3;3;3;3;3;3;3;3;1;3;2;2;3;3;3;2;2;2;3;2;0;0;0;0;1;0;3;5;3;3;3;3;2;1;4;2
"K5854241560";2025;45021;"45";1;4;0;1;0;0;0;2;6;1;0;0;0;0;0;3;0;0;0;0;0;2;2;0;2;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;4;5;3;3;3;3;3;1;2;4
"K3354581555";2025;56224;"56";1;1;1;0;0;0;0;4;0;0;1;3;3;3;2;3;3;1;2;3;3;3;3;3;2;2;1;3;3;2;3;2;3;3;3;3;3;3;1;1;1;1;0;0;3;5;3;3;3;3;2;1;4;2
"K1154821554";2025;41026;"41";1;4;0;1;0;0;0;2;6;1;0;2;0;0;2;0;3;2;3;3;3;3;3;3;3;1;1;3;3;2;3;3;2;3;3;3;3;2;0;1;0;0;0;0;3;4;3;3;3;3;3;1;0;3
"K7654871558";2025;55115;"55";1;4;0;0;0;0;1;4;0;1;0;1;1;1;2;2;3;0;3;3;3;2;1;1;1;1;1;2;1;2;1;1;3;3;3;2;3;3;1;0;0;0;0;0;3;4;3;3;3;2;2;2;2;4
"K5054921558";2025;23077;"23";1;4;0;1;0;0;0;1;6;0;2;3;2;3;3;3;2;2;3;2;3;3;3;2;3;2;3;2;2;2;3;2;1;3;2;2;3;3;1;0;0;0;0;0;3;5;3;3;3;3;3;1;4;2
"K4756021558";2025;19091;"19";2;4;0;1;0;0;0;4;0;1;0;2;1;2;3;2;3;1;2;1;3;3;3;3;2;2;1;3;2;2;3;2;2;3;2;2;3;3;1;1;1;1;0;0;2;4;3;3;3;3;2;1;4;2
"K7957751556";2025;37100;"37";1;4;0;1;0;0;0;1;6;0;1;2;2;3;3;3;3;1;2;3;1;2;2;2;2;2;1;3;3;2;3;3;1;2;3;3;1;2;1;1;0;1;0;0;3;4;3;3;3;2;3;1;4;3
"K0758511557";2025;50528;"50";1;4;0;0;1;1;0;2;6;1;0;0;3;3;3;3;3;0;3;3;2;2;3;2;2;2;0;2;3;2;3;2;1;2;2;2;3;2;1;1;0;0;0;0;3;4;3;3;3;3;3;1;4;1
"K4660051559";2025;56210;"56";2;4;0;0;0;1;0;4;0;1;0;1;1;1;0;1;0;1;0;2;1;3;3;2;2;1;1;2;1;1;2;1;2;1;2;1;1;2;0;0;0;0;1;0;2;2;3;1;1;2;2;1;0;1
"K8661491558";2025;36057;"36";1;4;0;1;1;0;0;2;6;1;0;2;0;0;2;0;3;3;3;0;2;3;3;3;3;0;0;2;3;2;3;0;0;0;0;2;3;2;1;1;1;1;0;0;4;4;3;3;2;3;2;1;4;1
"K6561681556";2025;41156;"41";1;4;0;0;0;0;1;2;6;1;0;2;2;2;3;2;3;2;2;2;0;2;2;2;2;1;2;2;2;2;3;3;2;2;3;2;2;3;1;1;0;0;0;0;2;2;2;2;0;2;3;1;4;2
"K9161941558";2025;18073;"18";1;4;0;0;1;1;0;1;6;0;1;3;2;3;3;3;2;0;2;3;3;2;1;3;2;1;0;2;3;3;3;3;0;3;3;3;3;3;1;1;0;0;0;0;3;5;3;3;3;3;3;1;4;1
"K8564331558";2025;52070;"52";1;4;0;0;1;0;0;2;6;1;0;0;0;0;0;0;2;0;0;0;0;3;3;3;2;0;0;3;3;2;3;1;2;2;2;3;3;3;1;1;0;1;0;0;3;4;3;2;3;2;3;2;1;2
"K0265601550";2025;49314;"49";2;4;0;1;0;0;0;2;6;1;0;2;2;3;2;3;2;1;3;3;2;3;3;3;3;2;2;2;3;1;3;2;2;3;3;3;3;3;0;0;1;0;0;0;3;4;3;3;3;2;2;1;1;3
"K3365731554";2025;37001;"37";1;4;0;1;0;0;0;2;6;1;0;3;0;0;0;3;0;0;0;2;0;3;3;0;2;0;0;2;2;2;2;3;0;2;0;0;2;2;1;0;0;0;0;0;3;4;3;2;0;3;3;2;0;2
"K2067481557";2025;14091;"14";2;4;0;0;0;0;1;4;0;1;0;2;1;1;2;2;3;1;3;2;1;3;2;2;3;1;1;2;1;2;2;2;1;3;2;2;2;2;1;1;0;0;0;0;3;3;3;3;2;3;2;1;4;4
"K3369041560";2025;24069;"24";1;5;9;9;9;9;9;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;3;0;0;0;0;2;0;1
"K4769311557";2025;22080;"22";1;4;0;1;0;0;0;4;0;1;0;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;1;0;3;5;2;2;1;2;2;2;2;4
"K6569431550";2025;18054;"18";1;4;0;1;1;0;0;1;6;1;0;3;3;3;3;3;3;3;3;3;3;3;3;3;0;2;2;3;3;3;3;3;3;3;3;3;3;3;1;1;0;0;0;0;4;5;3;3;3;3;3;2;2;3
"K3969461556";2025;22067;"22";2;4;0;0;0;1;0;4;0;1;0;3;2;1;3;3;3;1;3;3;3;3;3;3;2;2;2;3;2;1;3;2;3;3;3;3;3;2;1;1;1;0;0;0;4;4;3;3;3;3;3;1;4;2
"K6369471559";2025;22021;"22";2;4;0;1;0;0;0;4;0;1;0;2;0;2;3;0;0;0;0;0;3;2;2;2;0;0;0;3;3;2;3;3;3;3;2;2;3;3;1;1;1;1;0;0;4;4;3;3;3;3;3;2;0;2
"K2170231558";2025;20050;"20";2;4;0;0;0;1;0;4;0;1;0;2;1;1;2;2;2;1;1;2;1;2;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;3;2;3;3;3;2;2;1;0;2
"K0470831557";2025;15303;"15";2;4;0;0;0;0;1;1;1;1;0;3;2;2;3;3;3;1;3;3;3;3;3;3;3;1;3;3;3;3;3;2;2;3;3;3;3;2;1;1;1;1;0;0;4;5;3;3;3;3;3;2;2;3
"K2872441550";2025;47431;"47";1;4;0;0;1;0;0;2;3;1;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;3;3;3;3;3;3;3;2;1;3
"K0678721550";2025;26007;"26";5;5;9;9;9;9;9;0;0;0;2;0;0;2;0;0;3;0;3;0;0;3;2;0;0;0;0;0;2;2;3;0;0;0;0;0;3;3;1;1;0;0;0;0;3;3;2;2;2;3;3;1;4;2
"K5479281559";2025;55115;"55";1;4;0;1;0;0;0;4;0;1;0;2;1;1;3;3;3;1;3;3;3;3;2;3;3;1;3;3;3;3;3;3;3;2;3;3;2;2;1;0;0;0;0;0;4;5;3;2;3;3;3;1;4;3
"K9179651554";2025;49108;"49";2;4;0;1;0;0;0;2;6;1;0;0;0;0;0;0;3;0;3;3;0;3;3;3;2;0;0;3;2;0;3;0;0;0;3;2;0;0;1;0;1;0;0;0;3;4;3;3;3;3;2;1;0;2
"K1879771559";2025;55009;"55";2;4;0;1;0;0;0;2;6;1;0;2;1;2;3;3;1;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;2;3;1;1;2;2;3;1;1;4
"K3980371551";2025;12025;"12";1;4;1;0;0;1;0;1;6;1;0;2;0;2;3;3;2;2;2;1;2;3;2;2;2;0;0;3;3;2;2;0;1;2;3;2;3;2;0;1;0;0;0;0;3;4;3;2;0;3;2;1;4;3
"K9882851556";2025;19030;"19";1;4;0;0;1;1;0;1;6;0;1;3;2;3;3;3;3;1;3;3;2;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;1;1;0;0;0;0;4;5;3;3;3;3;3;2;2;3
