"ID";"ANYO_PROCESO";"COD_CARRERA";"COD_UNIVERSIDAD";"AUTOEFICACIA";"MOT_APRENDIZAJE";"MOT_DESEMPENO";"AUTORREGULACION"
"L8613242259";2025;38032;38;"3";"1";"2";"3"
"L9913242257";2025;16044;16;"1";"2";"2";"1"
"L1213252255";2025;25069;25;"2";"1";"1";"1"
"L2513252253";2025;17822;17;"2";"2";"2";"2"
"L9813242258";2025;53106;53;"3";"3";"2";"3"
"L1413252256";2025;36067;36;"2";"1";"2";"2"
"L2713252254";2025;23078;23;"1";"2";"2";"2"
"L4013252252";2025;11055;11;"1";"2";"2";"2"
"L4513252252";2025;30037;30;"";"1";"3";"1"
"L3113252255";2025;56119;56;"2";"3";"3";"3"
"L0013252262";2025;21089;21;"2";"1";"1";"1"
"L3213252257";2025;45001;45;"2";"3";"2";"2"
"L3513252257";2025;12021;12;"2";"3";"1";"2"
"L6213252255";2025;17821;17;"2";"3";"3";"3"
"L4813252258";2025;50529;50;"2";"2";"3";"1"
"L6313252257";2025;56324;56;"2";"2";"2";"2"
"L5313252259";2025;41031;41;"2";"1";"1";"1"
"L6513252258";2025;47201;47;"2";"2";"3";"2"
"L0413262252";2025;55072;55;"3";"2";"2";"3"
"L9413252254";2025;13075;13;"2";"3";"1";"1"
"L4813252262";2025;11087;11;"2";"2";"3";"1"
"L2113262252";2025;11055;11;"2";"1";"1";"1"
"L8413252259";2025;47201;47;"1";"2";"3";"1"
"L1013262255";2025;12039;12;"1";"2";"2";"1"
"L9913252258";2025;16030;16;"2";"3";"3";"3"
"L2913262255";2025;55012;55;"2";"1";"1";"1"
"L3113262256";2025;51100;51;"1";"2";"1";"2"
"L1713262259";2025;50110;50;"3";"2";"2";"3"
"L1913262260";2025;35059;35;"1";"2";"2";"1"
"L4513262256";2025;24087;24;"1";"3";"2";"3"
"L6113262257";2025;22069;22;"2";"2";"2";"1"
"L7413262255";2025;35023;35;"2";"2";"2";"2"
"L6413262260";2025;56418;56;"3";"2";"2";"2"
"L6013262262";2025;42011;42;"1";"1";"1";"2"
"L7913262259";2025;41026;41;"2";"2";"2";"1"
"L1813272253";2025;44037;44;"3";"3";"1";"2"
"L2013272254";2025;11001;11;"3";"3";"3";"3"
"L2613272256";2025;16038;16;"2";"2";"2";"2"
"L1513272259";2025;41026;41;"1";"2";"2";"2"
"L4513272257";2025;47461;47;"1";"1";"2";"2"
"L4513272260";2025;43024;43;"1";"1";"2";"2"
"L5813272258";2025;39410;39;"2";"2";"3";"2"
"L7413272256";2025;55024;55;"1";"1";"1";"1"
"L6313272259";2025;50805;50;"2";"2";"2";"1"
"L1513282251";2025;15140;15;"2";"2";"1";"1"
"L1413282252";2025;36063;36;"1";"3";"3";"3"
"L0413282254";2025;35023;35;"2";"2";"2";"2"
"L1913282253";2025;39410;39;"2";"2";"3";"2"
"L3213282251";2025;38175;38;"1";"1";"2";"2"
"L3113282252";2025;47101;47;"3";"2";"1";"2"
"L9413272259";2025;16099;16;"1";"1";"3";"1"
"L3313282253";2025;24094;24;"2";"2";"3";"2"
"L9113272262";2025;38173;38;"3";"3";"2";"2"
"L1213282260";2025;19091;19;"3";"2";"1";"2"
"L4113282256";2025;29054;29;"3";"1";"1";"1"
"L6613282253";2025;36082;36;"2";"2";"3";"1"
"L5413282257";2025;35081;35;"3";"2";"1";"2"
"L7113282257";2025;26071;26;"1";"1";"1";"2"
"L0013292253";2025;56614;56;"2";"2";"3";"2"
"L7313282258";2025;27020;27;"2";"2";"1";"3"
"L7213282259";2025;47491;47;"3";"2";"3";"3"
"L1413292253";2025;35078;35;"1";"2";"2";"2"
"L0213292257";2025;11045;11;"3";"3";"3";"3"
"L1013292260";2025;34051;34;"3";"3";"3";"3"
"L4913292254";2025;16052;16;"2";"2";"3";"3"
"L6213292252";2025;12028;12;"2";"2";"1";"2"
"L5513292257";2025;50802;50;"2";"3";"2";"3"
"L6713292256";2025;49113;49;"2";"3";"3";"1"
"L3413292262";2025;15360;15;"1";"2";"2";"2"
"L5613292259";2025;50227;50;"1";"2";"3";"2"
"L9513292253";2025;11045;11;"1";"2";"1";"1"
"L1113302251";2025;18200;18;"2";"1";"2";"2"
"L7013292259";2025;16019;16;"2";"3";"1";"1"
"L1113302254";2025;40074;40;"3";"3";"1";"3"
"L1413302254";2025;11078;11;"1";"1";"1";"1"
"L8613292260";2025;39411;39;"1";"2";"2";"2"
"L0213302258";2025;11016;11;"2";"2";"1";"2"
"L8213292262";2025;34051;34;"2";"3";"2";"3"
"L0113302259";2025;25067;25;"1";"1";"1";"2"
"L3413302254";2025;44015;44;"1";"1";"2";"3"
"L4613302253";2025;50228;50;"3";"3";"3";"3"
"L6213302251";2025;25061;25;"1";"2";"3";"2"
"L3413302257";2025;16034;16;"2";"3";"3";"2"
"L7613302251";2025;14202;14;"3";"3";"3";"3"
"L5213302256";2025;12027;12;"2";"3";"2";"2"
"L6713302255";2025;16021;16;"3";"3";"3";"3"
"L9413302253";2025;42001;42;"2";"2";"2";"2"
"L5713302260";2025;56224;56;"2";"2";"2";"3"
"L9613302254";2025;50228;50;"1";"2";"2";"1"
"L0913312252";2025;40062;40;"2";"2";"2";"2"
"L5013302262";2025;56718;56;"2";"1";"2";"1"
"L1113312253";2025;45004;45;"1";"2";"2";"2"
"L7113302260";2025;49211;49;"1";"2";"1";"2"
"L6413302262";2025;50510;50;"3";"3";"3";"2"
"L8113302262";2025;23054;23;"2";"2";"3";"3"
"L0013312259";2025;17034;17;"2";"3";"3";"3"
"L8613302262";2025;41169;41;"2";"2";"1";"2"
"L4413312253";2025;41046;41;"3";"3";"3";"2"
"L3313312256";2025;13069;13;"2";"2";"1";"2"
"L0013312262";2025;41026;41;"2";"2";"";"1"
"L3213312257";2025;11001;11;"2";"2";"2";"2"
"L4813312255";2025;18072;18;"1";"2";"1";"2"
"L5013312259";2025;35058;35;"2";"2";"3";"2"
"L5313312259";2025;23060;23;"1";"2";"2";"2"
"L6613312257";2025;13062;13;"2";"1";"3";"2"
"L0413322252";2025;23013;23;"1";"2";"2";"2"
"L8113312256";2025;12008;12;"2";"3";"1";"2"
"L6213312262";2025;45016;45;"1";"1";"2";"1"
"L6513312262";2025;11055;11;"2";"2";"1";"3"
"L3713322253";2025;20022;20;"3";"2";"2";"3"
"L5013322251";2025;38004;38;"2";"2";"2";"2"
"L5913322253";2025;36066;36;"3";"1";"2";"1"
"L4513322256";2025;43001;43;"1";"2";"2";"3"
"L1213322262";2025;45005;45;"1";"2";"2";"1"
"L3413322259";2025;11005;11;"2";"2";"2";"3"
"L6013322255";2025;14065;14;"1";"2";"2";"2"
"L7313322253";2025;14066;14;"1";"2";"1";"1"
"L8613322251";2025;21030;21;"2";"3";"3";"3"
"L7213322254";2025;50529;50;"1";"1";"1";"1"
"L6213322256";2025;50121;50;"2";"2";"1";"2"
"L7413322255";2025;38003;38;"2";"2";"2";"2"
"L8713322253";2025;25025;25;"1";"1";"2";"2"
"L9013322253";2025;30032;30;"3";"3";"3";"3"
"L0213332252";2025;13041;13;"1";"3";"1";"2"
"L0513332252";2025;11005;11;"2";"2";"3";"2"
"L4613322262";2025;20011;20;"1";"1";"3";"2"
"L6513322259";2025;44003;44;"2";"2";"2";"2"
"L7813322257";2025;41203;41;"1";"3";"2";"2"
"L6413322260";2025;50224;50;"2";"2";"1";"2"
"L9313322256";2025;40030;40;"2";"3";"2";"1"
"L7913322259";2025;34021;34;"2";"2";"3";"2"
"L4813332251";2025;24113;24;"2";"3";"2";"3"
"L9513322260";2025;41058;41;"1";"1";"2";"1"
"L2713332255";2025;35079;35;"1";"1";"2";"1"
"L0013332260";2025;51174;51;"1";"1";"1";"1"
"L5513332252";2025;55010;55;"1";"2";"2";"2"
"L1513332259";2025;41009;41;"1";"1";"1";"3"
"L6913332252";2025;18095;18;"2";"2";"2";"2"
"L4513332257";2025;41032;41;"1";"1";"1";"1"
"L8413332251";2025;18065;18;"2";"2";"3";"2"
"L3113332260";2025;55036;55;"1";"1";"3";"2"
"L4413332258";2025;56110;56;"2";"1";"2";"1"
"L4513332260";2025;11083;11;"3";"3";"1";"2"
"L0113342251";2025;44018;44;"3";"3";"1";"3"
"L4113332262";2025;15381;15;"1";"1";"2";"1"
"L1513342251";2025;17831;17;"2";"2";"2";"2"
"L0413342254";2025;38032;38;"1";"1";"2";"1"
"L1613342253";2025;35023;35;"3";"2";"2";"2"
"L7913332260";2025;56216;56;"1";"1";"1";"1"
"L9213332258";2025;41029;41;"2";"3";"3";"2"
"L7213332262";2025;17009;17;"2";"3";"1";"2"
"L9113332259";2025;12037;12;"2";"2";"1";"2"
"L0413342257";2025;14040;14;"3";"3";"1";"2"
"L9813332260";2025;42012;42;"3";"3";"2";"2"
"L1013342259";2025;14090;14;"3";"3";"1";"2"
"L3913342255";2025;50133;50;"2";"2";"2";"2"
"L3813342256";2025;55001;55;"3";"3";"3";"3"
"L6913342253";2025;32138;32;"1";"2";"2";"1"
"L8213342251";2025;13104;13;"2";"2";"2";"2"
"L5513342256";2025;16035;16;"3";"2";"2";"2"
"L8113342252";2025;41026;41;"1";"2";"2";"2"
"L2513342262";2025;14087;14;"2";"2";"2";"2"
"L5713342257";2025;44037;44;"3";"2";"2";"1"
"L6913342256";2025;19020;19;"2";"3";"1";"3"
"L8713342255";2025;14064;14;"3";"3";"3";"3"
"L0013352253";2025;17821;17;"2";"2";"1";"2"
"L8613342256";2025;39415;39;"3";"3";"3";"3"
"L1213352252";2025;51121;51;"2";"2";"3";"2"
"L5313342262";2025;42002;42;"3";"3";"3";"3"
"L1513352252";2025;29068;29;"1";"2";"2";"2"
"L1513352255";2025;16005;16;"2";"1";"2";"2"
"L2813352253";2025;11045;11;"3";"3";"2";"3"
"L3113352253";2025;16102;16;"3";"3";"3";"2"
"L9113342260";2025;41099;41;"3";"3";"3";"3"
"L3513352254";2025;11020;11;"1";"2";"3";"2"
"L6013352251";2025;24065;24;"2";"2";"2";"3"
"L5013352256";2025;21030;21;"2";"2";"2";"3"
"L5313352256";2025;30007;30;"1";"2";"2";"1"
"L2013352262";2025;49313;49;"1";"2";"2";"3"
"L6513352255";2025;41009;41;"3";"2";"2";"2"
"L7813352253";2025;11068;11;"2";"2";"2";"3"
"L9413352251";2025;49103;49;"2";"1";"1";"1"
"L8313352254";2025;47431;47;"1";"1";"1";"1"
"L1113362251";2025;50810;50;"2";"2";"2";"3"
"L9713352254";2025;56103;56;"1";"2";"1";"1"
"L1213362253";2025;47431;47;"1";"2";"3";"1"
"L2613362253";2025;12055;12;"3";"1";"3";"2"
"L4113362252";2025;12039;12;"3";"2";"1";"3"
"L3313362254";2025;35040;35;"2";"2";"3";"2"
"L4613362252";2025;16004;16;"2";"3";"2";"2"
"L0513362260";2025;25036;25;"1";"2";"2";"3"
"L6013362252";2025;11042;11;"3";"3";"3";"3"
"L3713362259";2025;49104;49;"3";"2";"2";"2"
"L6713362257";2025;17084;17;"1";"2";"1";"2"
"L5313362260";2025;15300;15;"2";"3";"2";"2"
"L9213362254";2025;12013;12;"2";"1";"2";"3"
"L6913362258";2025;36021;36;"2";"3";"2";"3"
"L0813372252";2025;56318;56;"1";"2";"2";"2"
"L1013372253";2025;21041;21;"2";"2";"3";"2"
"L6613362262";2025;12028;12;"3";"2";"3";"3"
"L2513372255";2025;38327;38;"1";"1";"2";"1"
"L0413372259";2025;49316;49;"1";"1";"1";"1"
"L4313372253";2025;21041;21;"2";"1";"3";"3"
"L2913372256";2025;14030;14;"1";"2";"2";"3"
"L1813372259";2025;12027;12;"2";"1";"1";"2"
"L2013372260";2025;12101;12;"1";"1";"1";"3"
"L5913372254";2025;15271;15;"1";"1";"1";"2"
"L1613372262";2025;47002;47;"2";"3";"3";"3"
"L3513372259";2025;15360;15;"2";"2";"2";"3"
"L3713372260";2025;38005;38;"1";"3";"3";"2"
"L4913372259";2025;12039;12;"2";"3";"1";"2"
"L6513372257";2025;35090;35;"3";"3";"3";"3"
"L9113372253";2025;12052;12;"2";"3";"1";"2"
"L7713372256";2025;12012;12;"2";"1";"2";"1"
"L0613382252";2025;34027;34;"2";"3";"2";"3"
"L9413372256";2025;16036;16;"2";"2";"3";"1"
"L9613372257";2025;56124;56;"3";"1";"3";"2"
"L0913382255";2025;38006;38;"1";"2";"2";"2"
"L0813382256";2025;42001;42;"2";"2";"2";"2"
"L1113382256";2025;50107;50;"1";"1";"3";"2"
"L4913382251";2025;14003;14;"1";"2";"2";"2"
"L1513382257";2025;40030;40;"2";"1";"2";"2"
"L5313382252";2025;53202;53;"2";"2";"2";"2"
"L1613382259";2025;14092;14;"1";"2";"3";"2"
"L2813382258";2025;18090;18;"2";"1";"1";"2"
"L5613382255";2025;16105;16;"3";"2";"3";"2"
"L8513382251";2025;56210;56;"3";"3";"3";"3"
"L3213382260";2025;56616;56;"1";"1";"1";"1"
"L7113382254";2025;34088;34;"2";"3";"3";"3"
"L7413382254";2025;44021;44;"2";"3";"2";"3"
"L9913382251";2025;56510;56;"2";"1";"2";"2"
"L8913382253";2025;33079;33;"1";"1";"2";"1"
"L0113392252";2025;42002;42;"3";"3";"1";"2"
"L4513382262";2025;38032;38;"1";"1";"2";"1"
"L7713382257";2025;41216;41;"1";"3";"2";"2"
"L9313382258";2025;15160;15;"1";"3";"1";"2"
"L3513392252";2025;12018;12;"3";"3";"3";"3"
"L4713392251";2025;43010;43;"2";"1";"3";"2"
"L2013392256";2025;14030;14;"2";"3";"2";"3"
"L5113392252";2025;14005;14;"2";"3";"3";"3"
"L2713392257";2025;23024;23;"1";"2";"1";"2"
"L3913392256";2025;32016;32;"2";"2";"1";"1"
"L0913392262";2025;44052;44;"1";"2";"2";"3"
"L3013392260";2025;50221;50;"1";"1";"2";"1"
"L6913392254";2025;12018;12;"2";"2";"3";"1"
"L5713392258";2025;44001;44;"2";"1";"1";"2"
"L8613392254";2025;50131;50;"2";"3";"2";"3"
"L7213392257";2025;33412;33;"1";"1";"1";"2"
"L8513392255";2025;44010;44;"1";"2";"2";"2"
"L0213402255";2025;46305;46;"2";"2";"2";"2"
"L2813402251";2025;58113;58;"1";"1";"2";"1"
"L7513392260";2025;43012;43;"2";"2";"2";"2"
"L9113392258";2025;46303;46;"3";"3";"3";"3"
"L0513402258";2025;18204;18;"2";"2";"2";"3"
"L4413402252";2025;32163;32;"2";"2";"1";"1"
"L1213402260";2025;39134;39;"";"1";"2";"1"
"L2513402258";2025;39143;39;"2";"3";"2";"2"
"L5113402254";2025;50210;50;"2";"3";"2";"3"
"L2713402259";2025;33009;33;"2";"1";"2";"2"
"L8213402251";2025;56110;56;"3";"3";"3";"3"
"L5513402256";2025;38032;38;"1";"2";"1";"2"
"L2213402262";2025;12014;12;"2";"1";"2";"2"
"L7113402257";2025;18055;18;"2";"2";"3";"1"
"L8713402255";2025;53107;53;"2";"2";"2";"2"
"L9913402254";2025;44035;44;"1";"2";"2";"2"
"L1613412254";2025;16035;16;"2";"1";"3";"1"
"L2913412252";2025;55034;55;"2";"2";"2";"1"
"L8413402262";2025;38174;38;"1";"1";"2";"1"
"L0913412258";2025;44009;44;"1";"1";"2";"1"
"L8913402262";2025;55023;55;"2";"2";"3";"2"
"L2113412257";2025;38003;38;"2";"2";"2";"2"
"L6313412251";2025;15562;15;"1";"2";"2";"2"
"L2213412259";2025;12038;12;"2";"2";"3";"2"
"L3813412257";2025;17835;17;"2";"2";"1";"2"
"L2713412260";2025;11042;11;"1";"1";"2";"1"
"L7913412252";2025;17808;17;"2";"2";"2";"2"
"L6513412255";2025;44005;44;"1";"1";"2";"1"
"L8013412254";2025;40064;40;"2";"3";"2";"3"
"L9313412252";2025;51130;51;"2";"2";"2";"3"
"L3413412262";2025;29069;29;"1";"3";"3";"3"
"L8313412254";2025;41204;41;"2";"3";"1";"1"
"L1113422251";2025;43005;43;"1";"2";"2";"3"
"L7113412258";2025;47001;47;"1";"1";"2";"1"
"L9713412254";2025;14099;14;"1";"2";"1";"1"
"L8613412257";2025;41059;41;"2";"1";"3";"3"
"L7213412260";2025;14003;14;"1";"3";"3";"3"
"L1413422254";2025;56310;56;"1";"1";"1";"1"
"L3913422251";2025;49004;49;"3";"3";"2";"3"
"L8613412260";2025;56324;56;"3";"3";"2";"1"
"L8913412260";2025;41088;41;"2";"1";"3";"2"
"L0213422258";2025;35078;35;"1";"2";"2";"2"
"L5813422251";2025;16008;16;"2";"3";"3";"3"
"L0513422260";2025;38013;38;"3";"2";"1";"3"
"L6113422251";2025;17052;17;"2";"2";"1";"1"
"L2113422258";2025;23068;23;"2";"3";"2";"3"
"L5113422256";2025;42001;42;"2";"2";"2";"2"
"L6413422254";2025;38013;38;"1";"1";"1";"2"
"L5113422259";2025;44032;44;"2";"2";"2";"1"
"L8013422255";2025;40040;40;"2";"2";"1";"2"
"L0613432251";2025;50833;50;"2";"3";"2";"2"
"L6913422258";2025;41088;41;"1";"1";"2";"2"
"L4913422262";2025;26093;26;"2";"3";"2";"2"
"L7013422260";2025;17033;17;"2";"3";"2";"3"
"L0913432254";2025;27040;27;"1";"2";"2";"2"
"L2613432254";2025;19012;19;"2";"2";"2";"3"
"L1213432257";2025;42021;42;"2";"2";"3";"2"
"L5613432251";2025;41167;41;"1";"1";"3";"2"
"L2913432256";2025;11045;11;"2";"2";"1";"2"
"L9913422262";2025;14104;14;"1";"2";"3";"3"
"L3113432257";2025;32120;32;"1";"2";"2";"3"
"L4413432255";2025;12008;12;"2";"3";"";"2"
"L7213432252";2025;25044;25;"2";"2";"2";"3"
"L7513432252";2025;50833;50;"2";"2";"3";"2"
"L5013432258";2025;43010;43;"3";"2";"1";"3"
"L6513432257";2025;55048;55;"2";"2";"2";"1"
"L5113432260";2025;30020;30;"3";"2";"3";"1"
"L9213432255";2025;44007;44;"3";"2";"2";"3"
"L6513432260";2025;55089;55;"3";"2";"";"2"
"L8013432259";2025;49103;49;"2";"2";"2";"2"
"L9613432257";2025;56127;56;"2";"2";"1";"2"
"L9513432258";2025;12031;12;"3";"2";"1";"2"
"L2313442255";2025;47431;47;"1";"2";"1";"1"
"L5313442252";2025;41217;41;"2";"3";"2";"2"
"L6813442251";2025;50502;50;"2";"3";"2";"2"
"L1513442260";2025;38004;38;"2";"2";"2";"2"
"L1113442262";2025;13087;13;"2";"2";"2";"2"
"L5613442255";2025;50210;50;"2";"1";"3";"2"
"L8413442252";2025;56104;56;"2";"2";"2";"2"
"L7413442254";2025;41215;41;"2";"1";"2";"2"
"L4713442259";2025;24065;24;"1";"3";"1";"2"
"L6213442258";2025;55118;55;"1";"2";"2";"2"
"L8813442254";2025;14064;14;"3";"2";"2";"1"
"L7413442257";2025;40022;40;"1";"2";"1";"1"
"L6413442259";2025;41060;41;"2";"2";"2";"2"
"L9013442255";2025;38171;38;"1";"1";"2";"2"
"L8913442256";2025;55010;55;"3";"3";"2";"3"
"L7913442258";2025;41026;41;"1";"2";"2";"2"
"L1813452252";2025;38003;38;"2";"2";"1";"1"
"L0713452255";2025;17815;17;"1";"1";"2";"2"
"L9213442259";2025;34041;34;"1";"1";"3";"1"
"L0713452258";2025;27063;27;"2";"2";"2";"2"
"L1113452259";2025;43007;43;"2";"3";"1";"3"
"L2413452257";2025;19017;19;"1";"1";"1";"1"
"L1413452259";2025;12014;12;"3";"2";"2";"1"
"L5313452253";2025;11055;11;"2";"3";"1";"1"
"L4113452257";2025;13102;13;"2";"2";"3";"3"
"L5413452255";2025;39133;39;"2";"1";"2";"1"
"L6713452253";2025;12006;12;"1";"1";"2";"1"
"L8213452252";2025;25046;25;"2";"3";"1";"1"
"L8413452253";2025;41068;41;"2";"2";"3";"1"
"L7013452256";2025;41066;41;"2";"2";"3";"2"
"L8613452254";2025;17004;17;"2";"1";"2";"1"
"L9813452253";2025;38172;38;"2";"2";"3";"1"
"L7413452258";2025;56106;56;"2";"2";"3";"2"
"L1313462252";2025;25003;25;"2";"3";"3";"3"
"L5413452262";2025;44005;44;"1";"2";"2";"2"
"L0313462254";2025;41031;41;"1";"1";"2";"2"
"L8813452258";2025;34078;34;"3";"3";"3";"3"
"L3113462251";2025;29049;29;"1";"2";"3";"2"
"L7113452262";2025;13023;13;"2";"3";"3";"3"
"L1613462255";2025;11061;11;"3";"2";"2";"1"
"L1013462258";2025;24040;24;"3";"3";"3";"2"
"L2413462258";2025;56316;56;"1";"2";"3";"2"
"L3713462256";2025;12021;12;"3";"3";"3";"2"
"L6313462252";2025;11087;11;"2";"1";"2";"2"
"L2613462259";2025;37041;37;"2";"3";"3";"3"
"L3913462257";2025;50119;50;"2";"2";"3";"2"
"L7813462251";2025;44007;44;"3";"2";"2";"2"
"L9513462251";2025;17827;17;"1";"3";"3";"2"
"L8113462254";2025;42023;42;"1";"1";"2";"2"
"L9413462252";2025;38173;38;"1";"2";"3";"1"
"L5613462260";2025;16112;16;"1";"1";"2";"2"
"L9913462253";2025;36021;36;"3";"3";"3";"3"
"L1213472251";2025;41060;41;"2";"3";"2";"3"
"L1313472253";2025;42003;42;"3";"3";"1";"3"
"L3013472253";2025;11042;11;"2";"1";"2";"2"
"L2913472254";2025;34026;34;"1";"1";"1";"2"
"L0613472260";2025;12014;12;"2";"1";"3";"2"
"L6113472252";2025;56103;56;"1";"1";"1";"1"
"L2113472259";2025;18069;18;"2";"2";"3";"2"
"L0513472262";2025;20066;20;"1";"1";"2";"2"
"L7613472251";2025;16091;16;"1";"2";"2";"3"
"L2313472260";2025;11040;11;"3";"1";"2";"1"
"L7813472252";2025;56223;56;"1";"1";"2";"2"
"L1913472262";2025;39143;39;"2";"2";"2";"1"
"L3813472259";2025;55050;55;"2";"1";"1";"1"
"L9213472252";2025;12021;12;"2";"3";"2";"2"
"L0713482251";2025;14002;14;"2";"2";"1";"2"
"L5713472260";2025;50127;50;"2";"2";"3";"2"
"L9613472254";2025;15330;15;"3";"2";"2";"1"
"L8513472257";2025;51130;51;"2";"";"1";"1"
"L1013482254";2025;34041;34;"3";"2";"2";"2"
"L1213482255";2025;56205;56;"1";"1";"1";"2"
"L8513472260";2025;50929;50;"2";"2";"3";"2"
"L3113482255";2025;58029;58;"1";"1";"1";"1"
"L3513482257";2025;34027;34;"3";"2";"2";"2"
"L3413482258";2025;43020;43;"2";"1";"1";"1"
"L1713482262";2025;11031;11;"1";"1";"2";"3"
"L8813482251";2025;56511;56;"3";"2";"2";"2"
"L9113482251";2025;44006;44;"2";"2";"1";"2"
"L3813482260";2025;45001;45;"2";"2";"2";"1"
"L9013482252";2025;35058;35;"3";"3";"2";"2"
"L9213482253";2025;45024;45;"1";"2";"3";"1"
"L0513492251";2025;41060;41;"2";"2";"2";"2"
"L6513482258";2025;19091;19;"2";"1";"2";"2"
"L0413492252";2025;19020;19;"1";"2";"1";"2"
"L8113482256";2025;19078;19;"1";"3";"2";"2"
"L2213492251";2025;50202;50;"2";"2";"2";"1"
"L0813492254";2025;41129;41;"3";"3";"3";"3"
"L9713482257";2025;50110;50;"3";"3";"3";"3"
"L3613492251";2025;11037;11;"2";"2";"2";"2"
"L2213492254";2025;35002;35;"3";"2";"2";"2"
"L2513492254";2025;38015;38;"3";"3";"3";"3"
"L3813492252";2025;11045;11;"1";"1";"1";"1"
"L1113492257";2025;49017;49;"2";"1";"2";"2"
"L2413492255";2025;16070;16;"1";"1";"2";"2"
"L2813492256";2025;27023;27;"2";"2";"2";"2"
"L3113492256";2025;30096;30;"2";"2";"2";"2"
"L1613492260";2025;50110;50;"1";"1";"1";"1"
"L4613492258";2025;41047;41;"1";"2";"";"2"
"L7213492254";2025;50929;50;"1";"2";"2";"1"
"L8713492253";2025;36002;36;"1";"2";"1";"1"
"L7713492255";2025;30056;30;"1";"2";"2";"1"
"L0313502251";2025;56516;56;"2";"2";"1";"2"
"L0213502252";2025;49211;49;"";"";"";"1"
"L4613492262";2025;21023;21;"2";"1";"1";"1"
"L9113492255";2025;41045;41;"2";"1";"2";"2"
"L9313492256";2025;36056;36;"1";"1";"2";"2"
"L1913502252";2025;21012;21;"2";"2";"1";"3"
"L7913492259";2025;15170;15;"2";"3";"3";"1"
"L9213492257";2025;11080;11;"2";"2";"3";"2"
"L9513492257";2025;42002;42;"2";"2";"2";"3"
"L0713502256";2025;18046;18;"2";"2";"3";"2"
"L2313502254";2025;41106;41;"2";"2";"2";"3"
"L0813502258";2025;12051;12;"1";"2";"2";"2"
"L5313502252";2025;16055;16;"3";"3";"3";"2"
"L1613502259";2025;50128;50;"2";"3";"2";"3"
"L2813502258";2025;19045;19;"1";"1";"1";"2"
"L7113502251";2025;27028;27;"1";"2";"3";"1"
"L4413502256";2025;47302;47;"2";"2";"2";"2"
"L5713502254";2025;56224;56;"1";"2";"1";"1"
"L4613502257";2025;50810;50;"2";"1";"1";"2"
"L2813502262";2025;50525;50;"3";"3";"3";"3"
"L0213512251";2025;25041;25;"1";"1";"3";"2"
"L4913502260";2025;50929;50;"2";"2";"3";"2"
"L6313502260";2025;18070;18;"2";"2";"1";"1"
"L8913502256";2025;50121;50;"2";"1";"2";"2"
"L0613512256";2025;50801;50;"2";"2";"2";"2"
"L9213502259";2025;18070;18;"1";"1";"2";"1"
"L2413512257";2025;40064;40;"2";"3";"1";"2"
"L2713512257";2025;15103;15;"1";"1";"2";"2"
"L5513512254";2025;11042;11;"2";"2";"3";"3"
"L6813512252";2025;13032;13;"3";"2";"3";"2"
"L5413512255";2025;49304;49;"2";"2";"2";"3"
"L4513512259";2025;11024;11;"1";"2";"2";"2"
"L9713512251";2025;15312;15;"2";"1";"2";"1"
"L5913512259";2025;36002;36;"2";"1";"1";"2"
"L7513512257";2025;19076;19;"2";"3";"1";"2"
"L8813512255";2025;50930;50;"2";"1";"2";"2"
"L6113512260";2025;17000;17;"2";"3";"2";"3"
"L7513512260";2025;49120;49;"2";"1";"3";"1"
"L0413522256";2025;52070;52;"1";"1";"2";"2"
"L0613522257";2025;27070;27;"2";"3";"3";"3"
"L0513522258";2025;12028;12;"2";"2";"3";"3"
"L4413522252";2025;41056;41;"1";"1";"2";"1"
"L0913522259";2025;12021;12;"1";"3";"3";"2"
"L5113522253";2025;21033;21;"1";"1";"1";"1"
"L2413522258";2025;32001;32;"1";"1";"3";"1"
"L2613522259";2025;13006;13;"2";"3";"3";"2"
"L2513522260";2025;51181;51;"2";"2";"1";"2"
"L4013522259";2025;13068;13;"1";"2";"2";"1"
"L5313522257";2025;12039;12;"1";"2";"1";"3"
"L9513522251";2025;54301;54;"2";"2";"2";"2"
"L8113522254";2025;11045;11;"1";"2";"2";"3"
"L8313522255";2025;12004;12;"3";"2";"2";"2"
"L7213522258";2025;55077;55;"1";"1";"1";"1"
"L8513522256";2025;26084;26;"3";"2";"2";"3"
"L1113532252";2025;41021;41;"1";"1";"3";"2"
"L8413522257";2025;14104;14;"1";"1";"1";"1"
"L5513522262";2025;20099;20;"2";"2";"1";"3"
"L4013532251";2025;11065;11;"2";"1";"1";"2"
"L4313532251";2025;58019;58;"2";"2";"2";"2"
"L0213532259";2025;41060;41;"2";"2";"3";"2"
"L4713532252";2025;34007;34;"2";"3";"3";"2"
"L0513532262";2025;12060;12;"2";"2";"2";"1"
"L6513532254";2025;56510;56;"2";"2";"2";"3"
"L3813532259";2025;26052;26;"1";"2";"2";"2"
"L9413532253";2025;39421;39;"1";"2";"2";"2"
"L6713532258";2025;39134;39;"2";"1";"1";"2"
"L7013532258";2025;14104;14;"2";"1";"2";"2"
"L8313532256";2025;39143;39;"2";"3";"2";"2"
"L9513532255";2025;38015;38;"3";"2";"3";"2"
"L8513532257";2025;26050;26;"2";"2";"2";"2"
"L2413542251";2025;41059;41;"1";"2";"3";"1"
"L2313542252";2025;41000;41;"2";"1";"1";"1"
"L1213542255";2025;56221;56;"2";"";"2";"1"
"L9813532258";2025;15150;15;"1";"2";"1";"1"
